loan_id,customer_id,branch_id,loan_type,application_date,loan_amount,interest_rate,tenure_months,credit_score,loan_status,default_flag,customer_name,age,gender,annual_income,customer_city,branch_name,branch_city,state,branch_type,opening_date,loan_to_income_ratio,age_group,income_bracket,estimated_emi
LN00348,CUST08716,BR027,Vehicle,2025-07-17,167174.56,13.69,24,813,Active,0,Shawn Sullivan,48.0,Male,84645.25,New Larryton,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10,1.98,46-55,High,6965.61
LN03421,CUST05973,BR042,Vehicle,2025-01-21,361318.68,16.43,60,601,Closed,0,Justin White,27.0,Female,51536.98,South Vanessaport,North John Branch,West Juan,New Mexico,Rural,2022-03-27,7.01,26-35,Mid,6021.98
LN01455,CUST06506,BR041,Vehicle,2025-05-07,421291.72,7.19,120,634,Defaulted,1,Jeffrey Vaughn,18.0,Male,50832.56,Wrightborough,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20,8.29,18-25,Mid,3510.76
LN04544,CUST09461,BR031,Personal,2024-12-25,494008.93,10.91,12,582,Closed,0,Adam Spencer,38.0,Female,51335.84,East Amy,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15,9.62,36-45,Mid,41167.41
LN04326,CUST06974,BR025,Home,2025-09-15,388274.64,13.98,36,474,Approved,0,Tina Brown,69.0,Male,40451.49,West Rebeccaside,Wilkersonmouth Branch,Shawhaven,Hawaii,Urban,2019-12-03,9.6,56+,Mid,10785.41
LN03317,CUST04552,BR000,Vehicle,2025-02-15,247832.72,15.78,12,775,Active,0,Gary Miller,70.0,Male,39110.42,South Daniel,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,6.34,56+,Mid,20652.73
LN03790,CUST08252,BR035,Education,2025-03-14,160612.63,14.84,36,506,Closed,0,Carl Lopez,61.0,Male,36338.18,Port Michaelchester,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21,4.42,56+,Mid,4461.46
LN04865,CUST07108,BR024,Home,2026-01-08,493569.66,15.56,12,495,Rejected,0,Jonathan Vasquez,37.0,Female,62085.69,North Amanda,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29,7.95,36-45,High,41130.8
LN02266,CUST05341,BR034,Home,2025-02-27,344590.26,16.21,36,668,Defaulted,1,Devin Black,50.0,Male,34519.14,Pearsonmouth,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16,9.98,46-55,Mid,9571.95
LN04611,CUST06100,BR048,Vehicle,2025-08-04,360103.11,7.78,120,770,Approved,0,Dylan Guzman,37.0,Male,66423.83,Drewhaven,Samuelhaven Branch,Hoffmanville,Iowa,Semi-Urban,2023-02-19,5.42,36-45,High,3000.86
LN00186,CUST99999,BR040,Personal,2025-10-23,61613.61,9.21,24,675,Rejected,0,,,,,,New Mariotown Branch,Lake Lisaport,Missouri,Rural,2021-12-12,,,,2567.23
LN02577,CUST99999,BR044,Education,2024-09-28,239430.94,6.72,36,317,Rejected,0,,,,,,East Donna Branch,Williamview,Illinois,Urban,2021-09-19,,,,6650.86
LN05164,CUST02547,BR049,Vehicle,2025-07-23,310422.72,17.45,12,490,Closed,0,Stephen Robles,43.0,Male,45836.42,Cynthiaview,Martinezbury Branch,Lake Rebeccaside,Iowa,Semi-Urban,2019-08-25,6.77,36-45,Mid,25868.56
LN05015,CUST03789,BR025,Home,2026-04-07,180762.72,9.77,36,812,Rejected,0,Melissa Stout,36.0,Male,55820.51,West Monica,Wilkersonmouth Branch,Shawhaven,Hawaii,Urban,2019-12-03,3.24,36-45,Mid,5021.19
LN00926,CUST09506,BR006,Personal,2026-08-06,431953.82,6.6,36,759,Defaulted,1,Tracy Sanders,47.0,Male,59760.92,North Roberta,Lisatown Branch,Sanchezfort,Florida,Rural,2021-06-08,7.23,46-55,Mid,11998.72
LN00525,CUST05486,BR030,Education,2025-04-14,73407.47,13.55,36,674,Closed,0,Melanie Davidson,53.0,Female,41247.49,West Dennis,East Courtneychester Branch,South Dianeshire,West Virginia,Semi-Urban,2025-07-13,1.78,46-55,Mid,2039.1
LN03814,CUST07240,BR007,Personal,2026-08-25,27149.43,15.66,36,621,Active,0,Ashley Burton MD,57.0,Female,24625.18,Port Mary,Lake Roberto Branch,Leeville,Arizona,Semi-Urban,2022-08-29,1.1,56+,Low,754.15
LN01295,CUST09126,BR029,Education,2024-10-03,37423.12,11.94,12,800,Defaulted,1,Michael Goodman,69.0,Female,40530.94,New Amychester,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18,0.92,56+,Mid,3118.59
LN02799,CUST00703,BR036,Education,2026-03-26,339258.51,13.14,120,585,Active,0,Michael Abbott,69.0,Male,67691.19,Melissashire,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10,5.01,56+,High,2827.15
LN00670,CUST04784,BR031,Home,2025-01-24,240203.02,11.53,24,387,Approved,0,Joseph Davis,64.0,Female,72290.5,Erichaven,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15,3.32,56+,High,10008.46
LN04519,CUST06797,BR014,Home,2025-01-28,448112.72,7.91,36,713,Defaulted,1,Jared Carter,67.0,Male,39281.78,Port Brandonburgh,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22,11.41,56+,Mid,12447.58
LN00774,CUST06677,BR032,Home,2024-11-19,86568.06,10.24,24,706,Closed,0,Toni Hill,44.0,Female,67350.96,Davidton,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,1.29,36-45,High,3607.0
LN00457,CUST04000,BR009,Personal,2025-05-11,294647.81,9.94,24,396,Active,0,Brianna Ryan,39.0,Male,76375.41,Williamland,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27,3.86,36-45,High,12276.99
LN02007,CUST00236,BR007,Education,2025-12-22,98928.69,10.99,120,397,Approved,0,Andrew Reynolds,29.0,Male,54886.04,Port Don,Lake Roberto Branch,Leeville,Arizona,Semi-Urban,2022-08-29,1.8,26-35,Mid,824.41
LN02099,CUST07154,BR044,Vehicle,2025-08-07,118615.28,11.92,36,303,Active,0,Daniel Molina,56.0,Female,49137.09,East Brandonburgh,East Donna Branch,Williamview,Illinois,Urban,2021-09-19,2.41,56+,Mid,3294.87
LN02150,CUST07380,BR019,Vehicle,2026-05-04,403466.09,17.86,12,478,Rejected,0,Philip Gilmore,41.0,Female,33371.64,West Davidton,New Jessica Branch,East Nicholasfurt,Oklahoma,Semi-Urban,2022-07-27,12.09,36-45,Mid,33622.17
LN02409,CUST01900,BR027,Personal,2025-07-05,445207.18,14.69,12,728,Rejected,0,Arthur Reed,54.0,Male,37064.57,New Antonio,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10,12.01,46-55,Mid,37100.6
LN04689,CUST01956,BR026,Home,2026-06-13,27730.55,7.47,24,384,Rejected,0,Sandra Torres,42.0,Male,50050.36,Gallegosview,West Donald Branch,North Susan,Idaho,Urban,2021-01-07,0.55,36-45,Mid,1155.44
LN05123,CUST01466,BR021,Education,2025-10-13,422811.34,16.64,120,335,Defaulted,1,Corey Norris,39.0,Male,35699.77,South Wendy,Lake Mark Branch,Rodneyside,South Carolina,Urban,2024-02-10,11.84,36-45,Mid,3523.43
LN04208,CUST07323,BR039,Education,2025-10-17,156549.3,9.7,36,871,Closed,0,Cory Hale,63.0,Female,75518.47,East Daleside,New Stephanie Branch,Bassport,Connecticut,Rural,2025-04-25,2.07,56+,High,4348.59
LN03020,CUST01207,BR015,Education,2026-04-29,312750.99,7.43,12,771,Rejected,0,Dawn Rivera,43.0,Female,71177.63,East Nicoleborough,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15,4.39,36-45,High,26062.58
LN00379,CUST05222,BR005,Home,2024-11-19,128741.61,11.66,36,880,Approved,0,Justin Hammond,21.0,Male,48194.26,Port Rachel,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13,2.67,18-25,Mid,3576.16
LN02530,CUST04976,BR015,Vehicle,2026-04-28,93064.88,13.6,60,308,Rejected,0,Roger Petty,33.0,Male,27417.84,Lake Ricardo,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15,3.39,26-35,Low,1551.08
LN04152,CUST00572,BR034,Personal,2026-03-15,327353.2,12.25,120,753,Active,0,Reginald Knapp,33.0,Male,35409.3,Emilymouth,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16,9.24,26-35,Mid,2727.94
LN01053,CUST05299,BR001,Vehicle,2025-06-04,154230.6,17.59,60,610,Defaulted,1,Amber Williams,70.0,Male,47641.51,Meganton,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22,3.24,56+,Mid,2570.51
LN00013,CUST02433,BR022,Home,2025-11-05,310718.97,6.2,120,687,Approved,0,David Hanson,57.0,Male,48615.99,Lambertburgh,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21,6.39,56+,Mid,2589.32
LN00253,CUST05539,BR000,Vehicle,2024-11-13,403530.84,8.85,120,699,Defaulted,1,Kevin Berry,74.0,Male,42698.61,New Erik,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,9.45,56+,Mid,3362.76
LN05874,CUST06943,BR014,Personal,2025-07-17,306307.8,12.41,12,501,Approved,0,Autumn Hill,66.0,Male,39865.49,,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22,7.68,56+,Mid,25525.65
LN01778,CUST06294,BR042,Vehicle,2024-11-05,332829.0,12.0,60,873,Defaulted,1,Amy Webb,65.0,Male,63926.51,North Cindy,North John Branch,West Juan,New Mexico,Rural,2022-03-27,5.21,56+,High,5547.15
LN04662,CUST08901,BR033,Vehicle,2025-04-23,326919.73,16.08,12,510,Active,0,Scott Pineda,52.0,Male,41330.29,East Howard,Lake Nicoleview Branch,Lake Debbie,Texas,Semi-Urban,2024-01-09,7.91,46-55,Mid,27243.31
LN00396,CUST00830,BR038,Home,2025-07-08,44699.2,6.74,12,654,Rejected,0,Mr. Michael Williams,28.0,Female,75068.32,Petersside,East Nathaniel Branch,East Mikeburgh,Vermont,Urban,2021-10-18,0.6,26-35,High,3724.93
LN04359,CUST01695,BR031,Vehicle,2026-01-22,447288.83,13.08,36,466,Defaulted,1,Lisa Durham,53.0,Female,28141.88,Ashleyland,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15,15.89,46-55,Low,12424.69
LN00859,CUST04324,BR033,Home,2026-06-22,117677.65,16.58,24,477,Approved,0,Thomas Mcgrath,51.0,Male,39663.95,New Donna,Lake Nicoleview Branch,Lake Debbie,Texas,Semi-Urban,2024-01-09,2.97,46-55,Mid,4903.24
LN03829,CUST05307,BR003,Home,2024-10-08,494441.71,7.25,24,632,Closed,0,Margaret White,65.0,Female,73250.89,Rachelmouth,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09,6.75,56+,High,20601.74
LN04037,CUST04678,BR005,Personal,2025-11-11,157532.72,7.91,24,592,Active,0,Anthony Jones,29.0,Male,49598.07,South Ronaldville,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13,3.18,26-35,Mid,6563.86
LN03182,CUST01809,BR046,Personal,2025-05-24,283275.33,8.14,60,583,Defaulted,1,Joe Miranda,59.0,Female,51452.98,West Theodorefurt,Brandtside Branch,North Matthewberg,Minnesota,Semi-Urban,2019-12-14,5.51,56+,Mid,4721.26
LN00216,CUST01986,BR043,Education,2026-08-17,94602.13,14.58,120,374,Closed,0,Robert Walker,65.0,Male,24354.43,Maryfort,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14,3.88,56+,Low,788.35
LN01222,CUST08942,BR012,Home,2025-09-07,146461.08,16.44,120,685,Closed,0,Ronald Young,68.0,Female,43353.0,North Erica,New Kellystad Branch,Taylorburgh,Indiana,Urban,2018-08-25,3.38,56+,Mid,1220.51
LN03549,CUST03811,BR029,Education,2025-12-22,377152.28,7.49,24,788,Closed,0,Phyllis Schmidt,43.0,Female,55355.76,North Carolynview,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18,6.81,36-45,Mid,15714.68
LN04668,CUST04621,BR048,Home,2026-08-08,105934.07,16.11,12,633,Defaulted,1,Margaret Torres,74.0,Male,47272.25,South Kevin,Samuelhaven Branch,Hoffmanville,Iowa,Semi-Urban,2023-02-19,2.24,56+,Mid,8827.84
LN05430,CUST01375,BR037,Vehicle,2026-01-31,25243.21,14.26,36,334,Closed,0,Kenneth Brown,43.0,Male,60938.02,Kathymouth,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22,0.41,36-45,High,701.2
LN03610,CUST08560,BR032,Home,2025-11-20,237228.55,15.59,36,706,Defaulted,1,Isabel Hall,39.0,Male,52067.85,,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,4.56,36-45,Mid,6589.68
LN03426,CUST03619,BR015,Home,2026-09-03,252874.06,6.28,60,828,Closed,0,Tyler Fisher,60.0,Male,75951.74,East Tarahaven,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15,3.33,56+,High,4214.57
LN01714,CUST07062,BR019,Vehicle,2026-05-03,161908.01,13.66,24,313,Active,0,Lisa Harris,36.0,Female,75398.63,Richardfort,New Jessica Branch,East Nicholasfurt,Oklahoma,Semi-Urban,2022-07-27,2.15,36-45,High,6746.17
LN04262,CUST01094,BR032,Personal,2026-03-02,110181.15,11.24,120,443,Approved,0,Michael Cooper,62.0,Female,34043.64,West Craigport,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,3.24,56+,Mid,918.18
LN00157,CUST09474,BR018,Home,2025-03-31,155080.22,6.94,60,780,Closed,0,Joshua Rice,19.0,Male,33693.43,Mcintoshbury,Jacquelineland Branch,Port Richard,Wyoming,Semi-Urban,2024-01-30,4.6,18-25,Mid,2584.67
LN04487,CUST01051,BR002,Home,2025-09-23,205000.58,10.46,24,366,Rejected,0,Alexa Buck,44.0,Female,44114.54,Doylehaven,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19,4.65,36-45,Mid,8541.69
LN04012,CUST02890,BR038,Home,2025-04-03,22768.36,6.8,60,531,Closed,0,Brian Sosa,20.0,Female,64734.07,South Brianside,East Nathaniel Branch,East Mikeburgh,Vermont,Urban,2021-10-18,0.35,18-25,High,379.47
LN00779,CUST02593,BR040,Vehicle,2025-05-07,211501.41,17.83,24,436,Rejected,0,Jesse Brooks,51.0,Male,38839.6,Wendyberg,New Mariotown Branch,Lake Lisaport,Missouri,Rural,2021-12-12,5.45,46-55,Mid,8812.56
LN03913,CUST08306,BR035,Vehicle,2025-11-24,149328.52,12.53,120,775,Closed,0,Roger Buckley,47.0,Female,23185.47,Welchville,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21,6.44,46-55,Low,1244.4
LN00954,CUST05765,BR045,Education,2024-09-29,275404.34,11.51,120,505,Active,0,Scott Thompson,51.0,Female,59995.14,Jeffreyfort,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07,4.59,46-55,Mid,2295.04
LN05960,CUST03201,BR029,Home,2025-02-09,368797.72,11.25,24,781,Approved,0,Jeremy Edwards,22.0,Male,74028.8,West Jennifer,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18,4.98,18-25,High,15366.57
LN02930,CUST06980,BR025,Vehicle,2024-11-13,426882.39,12.74,120,622,Approved,0,Yolanda Anderson,28.0,Male,41500.62,Port Williambury,Wilkersonmouth Branch,Shawhaven,Hawaii,Urban,2019-12-03,10.29,26-35,Mid,3557.35
LN01409,CUST09175,BR043,Home,2025-08-27,216063.47,17.12,36,595,Active,0,Jason Parker,54.0,Male,50844.45,Port Tony,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14,4.25,46-55,Mid,6001.76
LN03776,CUST09256,BR047,Home,2025-07-01,345380.03,14.68,120,853,Defaulted,1,John Banks,29.0,Male,64734.31,Jeanetteview,Lake Larry Branch,Evanmouth,MA,Urban,2023-11-03,5.34,26-35,High,2878.17
LN01463,CUST05343,BR033,Personal,2026-08-18,178038.21,7.27,24,380,Rejected,0,Lori Valentine,29.0,Female,68457.16,North Amyfort,Lake Nicoleview Branch,Lake Debbie,Texas,Semi-Urban,2024-01-09,2.6,26-35,High,7418.26
LN05103,CUST07244,BR031,Home,2025-03-01,25770.36,10.16,60,421,Closed,0,Crystal Beltran,26.0,Male,44416.77,North Alicia,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15,0.58,26-35,Mid,429.51
LN04057,CUST00053,BR010,Home,2024-10-11,411813.63,14.46,24,879,Defaulted,1,Mark Perez,42.0,Female,39685.99,Welchchester,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27,10.38,36-45,Mid,17158.9
LN05904,CUST01357,BR047,Vehicle,2024-12-21,452948.32,11.11,12,514,Active,0,Tonya Ellis,48.0,Male,49510.02,Foxborough,Lake Larry Branch,Evanmouth,MA,Urban,2023-11-03,9.15,46-55,Mid,37745.69
LN05135,CUST03892,BR037,Home,2024-11-14,264439.07,6.08,12,728,Closed,0,Elizabeth Marks,31.0,Female,41217.4,Christinehaven,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22,6.42,26-35,Mid,22036.59
LN04543,CUST00128,BR042,Education,2025-04-20,243354.08,8.73,24,324,Closed,0,Cameron Fisher,56.0,Male,49823.69,New Johnton,North John Branch,West Juan,New Mexico,Rural,2022-03-27,4.88,56+,Mid,10139.75
LN05347,CUST03862,BR028,Personal,2026-06-08,154447.93,12.46,24,455,Active,0,Steven Davis,70.0,Female,58690.63,Port Mark,Coxberg Branch,South David,AL,Rural,2024-02-08,2.63,56+,Mid,6435.33
LN02070,CUST05901,BR004,Home,2025-08-02,92598.88,10.91,60,790,Active,0,Kristi Jordan,36.0,Male,40894.88,Harveystad,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05,2.26,36-45,Mid,1543.31
LN01691,CUST06895,BR009,Personal,2025-04-25,255045.24,10.58,60,802,Defaulted,1,Richard Case,40.0,Male,32367.7,Victorbury,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27,7.88,36-45,Mid,4250.75
LN05712,CUST03775,BR043,Education,2024-12-06,494897.67,17.47,12,760,Active,0,Timothy Kennedy,21.0,Male,57222.75,North Kylie,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14,8.65,18-25,Mid,41241.47
LN03612,CUST08234,BR022,Personal,2025-11-16,234328.69,8.43,12,680,Active,0,Maria Dixon,18.0,Male,15837.87,Farmerchester,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21,14.8,18-25,Low,19527.39
LN03580,CUST00166,BR029,Education,2026-06-13,104068.0,13.01,60,516,Rejected,0,Alyssa Long,30.0,Male,50981.9,North Trevorport,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18,2.04,26-35,Mid,1734.47
LN02596,CUST08438,BR032,Personal,2026-05-15,249373.99,17.72,36,885,Defaulted,1,Sandra Baker,57.0,Male,60454.97,South Raymond,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,4.12,56+,High,6927.06
LN00129,CUST07408,BR045,Vehicle,2026-06-08,371007.61,12.9,24,626,Rejected,0,Jared Stark,61.0,Male,60978.72,West Jerry,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07,6.08,56+,High,15458.65
LN03006,CUST02660,BR000,Education,2026-03-21,68721.92,17.32,36,893,Active,0,Steven Martinez,32.0,Male,51789.67,North Thomas,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,1.33,26-35,Mid,1908.94
LN04505,CUST04891,BR032,Vehicle,2026-03-10,455176.77,12.01,36,768,Defaulted,1,Daniel Merritt,64.0,Female,48313.54,West Troymouth,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,9.42,56+,Mid,12643.8
LN01033,CUST08393,BR034,Education,2025-02-09,370632.4,16.07,12,791,Defaulted,1,Matthew Jackson,21.0,Female,49444.26,East Karen,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16,7.5,18-25,Mid,30886.03
LN04789,CUST05578,BR002,Education,2026-01-29,356994.33,16.68,24,336,Rejected,0,Amy Moore,23.0,Male,33113.51,Lake Kaylaport,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19,10.78,18-25,Mid,14874.76
LN00131,CUST05116,BR029,Vehicle,2026-05-26,205656.64,7.41,120,855,Approved,0,Christopher Robbins,58.0,Male,28831.9,Joseland,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18,7.13,56+,Low,1713.81
LN02541,CUST02426,BR041,Home,2025-12-21,253218.54,10.4,24,471,Defaulted,1,Jennifer Gonzalez,74.0,Male,61010.83,Smithburgh,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20,4.15,56+,High,10550.77
LN00671,CUST04000,BR013,Home,2025-12-02,135645.0,16.01,36,897,Closed,0,Brianna Ryan,39.0,Male,76375.41,Williamland,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17,1.78,36-45,High,3767.92
LN05432,CUST05708,BR028,Vehicle,2025-04-03,51420.98,12.18,36,768,Active,0,Robert Miller,57.0,Male,49632.18,North Monica,Coxberg Branch,South David,AL,Rural,2024-02-08,1.04,56+,Mid,1428.36
LN01194,CUST02681,BR027,Home,2024-11-25,481101.34,7.51,120,376,Approved,0,Michael Bennett DVM,68.0,Male,49670.73,West Sandramouth,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10,9.69,56+,Mid,4009.18
LN00151,CUST09721,BR037,Education,2025-04-01,493530.33,17.66,24,816,Defaulted,1,Andre Hernandez PhD,64.0,Male,44719.02,Port Saratown,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22,11.04,56+,Mid,20563.76
LN05461,CUST07080,BR007,Vehicle,2026-03-08,-288616.06,12.93,12,417,Defaulted,1,Timothy Wilkinson,22.0,Male,59885.68,Brandonville,Lake Roberto Branch,Leeville,Arizona,Semi-Urban,2022-08-29,-4.82,18-25,Mid,-24051.34
LN03817,CUST00294,BR037,Education,2025-06-23,432529.57,11.71,12,307,Approved,0,Ryan Gonzalez,69.0,Female,36516.78,East James,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22,11.84,56+,Mid,36044.13
LN00555,CUST01542,BR031,Home,2026-04-06,247541.25,13.92,120,509,Closed,0,Alexis Benson,41.0,Female,59806.38,Fosterfort,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15,4.14,36-45,Mid,2062.84
LN05118,CUST01907,BR032,Personal,2026-08-09,453491.18,7.19,24,352,Closed,0,Donald Terry,41.0,Male,75093.4,Smithburgh,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,6.04,36-45,High,18895.47
LN00897,CUST05287,BR041,Personal,2026-06-16,36724.43,6.85,60,696,Active,0,Tammy Duncan,51.0,Female,62660.98,Lake Brianchester,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20,0.59,46-55,High,612.07
LN05225,CUST06533,BR024,Personal,2025-05-10,170586.21,10.96,24,621,Rejected,0,Johnathan Aguirre,58.0,Male,46028.0,Port Cassandra,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29,3.71,56+,Mid,7107.76
LN01002,CUST03531,BR010,Personal,2025-09-10,127758.21,14.79,36,517,Active,0,Kristin Graham,38.0,Male,79798.61,Kellyberg,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27,1.6,36-45,High,3548.84
LN00097,CUST05892,BR000,Vehicle,2025-06-22,69329.84,16.8,120,850,Defaulted,1,Beth Sanchez,54.0,Male,56314.02,New Jillmouth,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,1.23,46-55,Mid,577.75
LN03585,CUST00680,BR032,Personal,2025-11-26,75659.35,8.07,120,370,Defaulted,1,Suzanne Wood,42.0,Male,37989.07,Pamelafort,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,1.99,36-45,Mid,630.49
LN04047,CUST00489,BR039,Education,2025-08-11,312014.6,11.73,12,371,Defaulted,1,Lance Simmons,39.0,Male,65435.05,Jacquelinechester,New Stephanie Branch,Bassport,Connecticut,Rural,2025-04-25,4.77,36-45,High,26001.22
LN05199,CUST05663,BR044,Vehicle,2025-10-16,109964.23,13.13,24,553,Closed,0,Troy Ward,53.0,Male,24274.51,North Helen,East Donna Branch,Williamview,Illinois,Urban,2021-09-19,4.53,46-55,Low,4581.84
LN05746,CUST07445,BR021,Personal,2024-11-22,116555.57,13.34,36,843,Approved,0,Angelica Simpson,30.0,Male,49823.69,Lukebury,Lake Mark Branch,Rodneyside,South Carolina,Urban,2024-02-10,2.34,26-35,Mid,3237.65
LN01253,CUST03004,BR046,Vehicle,2025-12-22,315396.18,12.18,36,606,Closed,0,Jimmy Hernandez,30.0,Male,46405.55,South Tiffanystad,Brandtside Branch,North Matthewberg,Minnesota,Semi-Urban,2019-12-14,6.8,26-35,Mid,8761.0
LN02610,CUST02990,BR020,Personal,2025-08-22,448409.91,15.23,120,501,Approved,0,Sean Cisneros,53.0,Male,49495.04,Lake Michaelborough,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09,9.06,46-55,Mid,3736.75
LN00314,CUST00190,BR012,Home,2025-04-12,213874.42,11.59,36,392,Defaulted,1,Debra Morton,59.0,Female,31328.73,North Wesleyton,New Kellystad Branch,Taylorburgh,Indiana,Urban,2018-08-25,6.83,56+,Mid,5940.96
LN02765,CUST02394,BR020,Home,2025-09-29,189347.54,17.04,60,661,Active,0,Aaron Lee,32.0,Male,46958.41,West Joshuabury,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09,4.03,26-35,Mid,3155.79
LN02555,CUST04654,BR042,Personal,2025-10-13,47873.81,9.79,24,355,Closed,0,Mariah Perry,73.0,Male,28972.16,North Shirleymouth,North John Branch,West Juan,New Mexico,Rural,2022-03-27,1.65,56+,Low,1994.74
LN01959,CUST06602,BR004,Home,2024-12-01,110089.73,15.01,24,865,Defaulted,1,Justin Figueroa,31.0,Female,42774.5,Port Davidton,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05,2.57,26-35,Mid,4587.07
LN02959,CUST06344,BR035,Vehicle,2025-12-08,236641.65,10.03,120,657,Approved,0,Kimberly Sullivan,65.0,Male,66346.43,Matthewfort,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21,3.57,56+,High,1972.01
LN00444,CUST09207,BR023,Home,2026-07-31,488848.37,14.01,12,425,Closed,0,Matthew Jennings,25.0,Female,41100.46,East Johntown,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27,11.89,18-25,Mid,40737.36
LN04889,CUST00277,BR041,Vehicle,2025-03-19,316352.08,17.79,12,488,Defaulted,1,Marie Christian,65.0,Male,50494.17,Coxtown,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20,6.27,56+,Mid,26362.67
LN04774,CUST02971,BR046,Education,2024-09-08,487230.98,6.11,12,569,Active,0,Scott Morales,31.0,Female,56377.77,West Terryberg,Brandtside Branch,North Matthewberg,Minnesota,Semi-Urban,2019-12-14,8.64,26-35,Mid,40602.58
LN00942,CUST04670,BR017,Vehicle,2026-06-22,391761.05,16.57,120,529,Defaulted,1,Stephen White,64.0,Female,60188.11,West Seanmouth,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13,6.51,56+,High,3264.68
LN01378,CUST03845,BR049,Vehicle,2026-01-27,18414.77,8.46,24,611,Defaulted,1,Elizabeth Key,23.0,Male,47302.3,Port Amanda,Martinezbury Branch,Lake Rebeccaside,Iowa,Semi-Urban,2019-08-25,0.39,18-25,Mid,767.28
