account_id,customer_id,branch_id,account_type,account_open_date,initial_balance,account_status,customer_name,age,gender,annual_income,customer_city,branch_name,branch_city,state,branch_type,opening_date
ACC07236,CUST01217,BR043,Salary,2025-11-03,82325.39,Closed,Samantha Zavala MD,23.0,Female,13240.85,New Cathy,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14
ACC10250,CUST09553,BR023,Current,2026-05-22,17704.42,Closed,Adam Riddle,39.0,Female,21708.62,Lake Elaine,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27
ACC09961,CUST09481,BR016,Current,2025-06-10,54360.98,Active,Philip Ibarra,59.0,Female,21651.98,North Matthew,Ramirezstad Branch,North Sarabury,Connecticut,Semi-Urban,2017-05-03
ACC09239,CUST00978,BR001,Current,2023-10-11,32007.64,Active,Derek Wright,55.0,Male,34494.62,Brandonview,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22
ACC10261,CUST03464,BR040,Savings,2025-01-31,61735.5,Closed,Patrick Nelson,37.0,Female,56598.57,Gregorybury,New Mariotown Branch,Lake Lisaport,Missouri,Rural,2021-12-12
ACC05455,CUST07941,BR000,Current,2025-09-23,66185.95,Dormant,William Webb,38.0,Female,36215.91,Robinsonchester,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC08662,CUST05568,BR014,Current,2024-12-20,67515.64,Closed,Brett Maxwell,72.0,Female,31311.35,Lake Judithborough,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22
ACC00964,CUST03958,BR046,Current,2024-09-15,17312.44,Active,Ronald Garcia,65.0,Male,57173.47,Lake Paulhaven,Brandtside Branch,North Matthewberg,Minnesota,Semi-Urban,2019-12-14
ACC11111,CUST02115,BR041,Salary,2026-02-09,85569.59,Active,Heather Guzman,64.0,Male,36541.14,South Jonathonmouth,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20
ACC06107,CUST00647,BR023,Savings,2024-03-21,45216.5,Active,Molly Rodriguez,70.0,Female,57014.16,Wolfland,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27
ACC03173,CUST02550,BR045,Current,2025-01-24,19067.32,Dormant,Chelsey Clark,47.0,Male,55665.28,West Valerie,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07
ACC03608,CUST00177,BR036,Salary,2023-11-19,55914.85,Dormant,Michael Wang,56.0,Male,32599.9,South Dylan,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10
ACC06638,CUST00146,BR000,Current,2024-10-20,10810.34,Closed,Victoria Larson,44.0,Female,51504.24,Josehaven,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC06464,CUST08336,BR013,Current,2026-01-22,91967.94,Dormant,Tammy Ramos,47.0,Male,69437.2,Smithview,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17
ACC11982,CUST03414,BR011,Salary,2024-09-15,47213.21,Active,Brian Mccarthy,31.0,Male,53751.87,Danielmouth,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC06681,CUST03109,BR026,Current,2026-04-23,66934.83,Closed,Michael Graham,49.0,Male,46871.79,West Richard,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC05085,CUST03092,BR004,Current,2024-11-07,88231.66,Active,Shannon Jones,38.0,Male,35469.61,Meganmouth,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05
ACC10870,CUST01954,BR006,Salary,2023-12-26,99357.74,Closed,Breanna Lopez,73.0,Male,56694.42,East Susanland,Lisatown Branch,Sanchezfort,Florida,Rural,2021-06-08
ACC09394,CUST03342,BR013,Savings,2025-03-15,29452.69,Active,Austin White,18.0,Male,25239.81,Joystad,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17
ACC01329,CUST02004,BR001,Salary,2024-10-12,70309.41,Dormant,Jessica Rosario,73.0,Male,63241.38,Elizabethview,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22
ACC08789,CUST99999,BR015,Salary,2025-09-17,33932.06,Closed,,,,,,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15
ACC07189,CUST06726,BR013,Salary,2026-07-28,33192.67,Closed,Marcus Williams,38.0,Female,56549.07,Phelpsburgh,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17
ACC03560,CUST07473,BR022,Savings,2025-05-11,12801.86,Dormant,Gina Hayes,59.0,Female,58879.88,Faulknerview,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21
ACC00713,CUST05302,BR027,Current,2023-11-26,82731.13,Active,Andrew Lam,44.0,Male,45113.69,Pattersonborough,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10
ACC10935,CUST00272,BR024,Salary,2025-07-11,95588.4,Dormant,Jonathan Lawrence,69.0,Male,53107.4,New Cody,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC01940,CUST07513,BR022,Current,2025-11-14,6499.61,Active,Rebecca Roberts,24.0,Male,44625.73,Oliviaborough,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21
ACC06818,CUST01145,BR011,Current,2026-06-18,60408.9,Dormant,Kristin Huerta,74.0,Male,37205.26,West Heidi,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC04215,CUST07543,BR046,Savings,2025-10-18,29647.74,Active,Stephanie Thompson,47.0,Male,35470.69,Stanleyland,Brandtside Branch,North Matthewberg,Minnesota,Semi-Urban,2019-12-14
ACC02254,CUST03418,BR028,Current,2025-01-22,78451.83,Dormant,Ricky Luna,33.0,Male,14834.56,Guerraview,Coxberg Branch,South David,AL,Rural,2024-02-08
ACC06342,CUST01029,BR047,Savings,2024-01-28,36521.44,Active,Alicia Roth,67.0,Female,43416.88,Wyattchester,Lake Larry Branch,Evanmouth,MA,Urban,2023-11-03
ACC10630,CUST00449,BR029,Current,2023-12-19,49158.71,Closed,Phillip Nelson,34.0,Male,47516.44,Lopezmouth,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18
ACC05670,CUST03363,BR000,Savings,2025-10-29,94950.98,Dormant,Zachary Miller,53.0,Female,34534.44,New Donna,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC09055,CUST09358,BR023,Salary,2025-10-02,72805.12,Closed,Gabriel Whitaker,61.0,Male,50369.27,North Sarah,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27
ACC09474,CUST05006,BR014,Salary,2024-07-28,68485.46,Active,Mary Smith,45.0,Male,47659.69,South Lisa,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22
ACC00436,CUST03499,BR011,Current,2026-03-01,15393.72,Active,Matthew Thomas,68.0,Male,61211.02,Rogersbury,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC00952,CUST00304,BR018,Current,2026-02-08,41505.18,Dormant,Maria Parker,74.0,Male,45187.59,Rileymouth,Jacquelineland Branch,Port Richard,Wyoming,Semi-Urban,2024-01-30
ACC06833,CUST08205,BR039,Current,2026-02-02,34629.67,Closed,Jill Stevens,34.0,Female,74880.49,New Danielland,New Stephanie Branch,Bassport,Connecticut,Rural,2025-04-25
ACC11766,CUST03552,BR003,Savings,2026-09-01,97081.59,Active,Susan Matthews,30.0,Female,69804.0,East Jonathanland,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09
ACC08471,CUST02768,BR020,Savings,2024-07-27,18301.93,Dormant,Dr. Melissa Sullivan DDS,42.0,Male,56535.03,Anthonyshire,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09
ACC03459,CUST04342,BR009,Current,2026-04-28,79796.08,Active,Bryan Lopez,30.0,Female,30288.63,Jonesborough,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27
ACC01435,CUST05580,BR040,Savings,2024-07-23,22452.08,Closed,Brian Lewis,42.0,Female,38303.4,Nguyenhaven,New Mariotown Branch,Lake Lisaport,Missouri,Rural,2021-12-12
ACC08299,CUST01055,BR027,Savings,2024-04-01,14242.09,Closed,Gregory King,64.0,Male,65926.3,Michaelshire,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10
ACC04442,CUST04132,BR032,Salary,2024-11-09,35890.02,Active,Stephanie Hernandez,35.0,Male,10841.1,Robinsonside,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19
ACC06033,CUST06689,BR009,Savings,2024-05-19,82246.07,Active,Robert Peck,42.0,Male,57123.54,Watsonberg,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27
ACC06499,CUST08475,BR002,Savings,2026-09-04,34651.16,Active,Joshua Haynes,72.0,Male,46901.65,South Ronaldton,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19
ACC05412,CUST04992,BR026,Salary,2024-10-02,72781.92,Closed,Nicholas Obrien II,34.0,Female,54247.48,Crystalberg,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC03993,CUST07855,BR036,Salary,2024-08-08,52954.59,Dormant,Jason Waters,67.0,Male,49823.69,Lewisstad,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10
ACC02114,CUST02514,BR011,Savings,2026-08-15,30962.28,Dormant,Julia Johnston,48.0,Male,50887.06,Alexanderland,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC06317,CUST02841,BR028,Current,2024-03-02,25045.04,Closed,Melissa Yang,22.0,Female,57214.32,West Andrewland,Coxberg Branch,South David,AL,Rural,2024-02-08
ACC10771,CUST07150,BR048,Salary,2025-05-28,4812.31,Dormant,Dr. Roberto Johnston,49.0,Female,66929.21,West Gregory,Samuelhaven Branch,Hoffmanville,Iowa,Semi-Urban,2023-02-19
ACC10151,CUST09072,BR013,Current,2024-02-09,3535.03,Active,Nicholas Tran,54.0,Male,47516.19,Christopherbury,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17
ACC01404,CUST04122,BR000,Salary,2026-08-16,45881.74,Closed,Sean Anderson,66.0,Male,54179.94,Port Yolandatown,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC02691,CUST02966,BR038,Current,2026-04-06,47997.72,Dormant,Candice Ramirez,23.0,Female,60708.38,Lake Amandafort,East Nathaniel Branch,East Mikeburgh,Vermont,Urban,2021-10-18
ACC08268,CUST05857,BR003,Savings,2024-12-06,58225.51,Dormant,Amanda Hodge,71.0,Male,51402.0,West David,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09
ACC04876,CUST06140,BR009,Salary,2026-05-01,97134.91,Active,Colleen Martin,31.0,Male,61802.84,Lake Sarah,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27
ACC04541,CUST01288,BR008,Salary,2026-07-27,62506.7,Dormant,Jamie Solomon,40.0,Male,60571.49,West Julieside,Ericmouth Branch,Gomezchester,Maryland,Rural,2025-05-09
ACC01298,CUST03226,BR000,Salary,2024-06-30,15418.1,Dormant,Robert Sandoval,58.0,Male,29504.86,Port Elizabethport,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC00863,CUST99999,BR023,Salary,2026-01-15,9514.14,Active,,,,,,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27
ACC02765,CUST04268,BR001,Salary,2026-06-08,21999.14,Active,Christine Aguilar,22.0,Male,48807.72,Johnsonburgh,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22
ACC03004,CUST04321,BR034,Current,2026-04-23,83471.19,Active,David Taylor,68.0,Female,57913.28,East Jesseberg,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16
ACC07465,CUST00334,BR023,Current,2026-07-30,4804.69,Dormant,Dana Martinez,37.0,Male,47001.88,Brownburgh,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27
ACC04222,CUST04328,BR011,Savings,2024-05-26,93566.76,Active,Rodney Gilmore,66.0,Female,15721.02,Jerryburgh,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC07747,CUST02717,BR033,Current,2024-08-10,38676.31,Closed,Paul Sheppard,27.0,Male,43801.06,Garciahaven,Lake Nicoleview Branch,Lake Debbie,Texas,Semi-Urban,2024-01-09
ACC01737,CUST09508,BR013,Current,2024-06-04,77934.96,Closed,Colleen Murray,21.0,Male,64803.51,Goodmanhaven,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17
ACC02425,CUST01026,BR043,Savings,2026-04-07,69372.54,Dormant,Lee Steele,44.0,Male,63165.52,,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14
ACC08976,CUST00889,BR041,Current,2025-02-13,44948.85,Dormant,Kristen Sloan,38.0,Male,54809.6,Thompsonborough,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20
ACC07575,CUST09282,BR027,Salary,2024-09-23,85391.7,Active,Jimmy Norman,21.0,Female,37951.37,Murphyshire,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10
ACC07643,CUST07787,BR025,Savings,2026-09-01,37442.92,Active,Lisa Hall,25.0,Male,40570.55,Leeburgh,Wilkersonmouth Branch,Shawhaven,Hawaii,Urban,2019-12-03
ACC09058,CUST01587,BR017,Salary,2025-06-25,80309.41,Dormant,Patrick Mcneil,19.0,Female,13581.32,New Amy,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13
ACC07496,CUST01825,BR008,Savings,2025-05-31,71772.89,Active,Anthony Parker,40.0,Male,22211.64,New Tanyashire,Ericmouth Branch,Gomezchester,Maryland,Rural,2025-05-09
ACC01780,CUST07530,BR023,Savings,2026-04-21,17100.41,Dormant,Kimberly Smith,46.0,Male,64456.88,New Natashabury,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27
ACC02352,CUST00213,BR038,Salary,2025-11-16,34211.64,Active,Katherine Salas,58.0,Female,45673.37,East Kellyfurt,East Nathaniel Branch,East Mikeburgh,Vermont,Urban,2021-10-18
ACC03567,CUST05447,BR045,Salary,2025-06-13,36515.91,Active,Keith Garcia,32.0,Female,44257.62,Nguyenport,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07
ACC01045,CUST00277,BR045,Savings,2025-10-11,45526.21,Active,Marie Christian,65.0,Male,50494.17,Coxtown,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07
ACC03426,CUST09388,BR012,Salary,2024-04-04,64890.7,Closed,Gary Morgan,47.0,Female,52799.6,Garrisonfurt,New Kellystad Branch,Taylorburgh,Indiana,Urban,2018-08-25
ACC10307,CUST07950,BR045,Current,2026-08-01,20830.3,Closed,Danielle Bradley,68.0,Male,47605.33,Elizabethport,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07
ACC06769,CUST07698,BR020,Current,2025-12-09,10399.43,Active,Sharon Cook,41.0,Female,44746.88,North Amy,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09
ACC07600,CUST06007,BR041,Savings,2024-12-01,20583.84,Closed,Sarah Bush,63.0,Male,42238.38,Spencerborough,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20
ACC10156,CUST03327,BR049,Current,2024-10-13,73429.4,Closed,James Griffith,47.0,Female,65800.6,West Ryanport,Martinezbury Branch,Lake Rebeccaside,Iowa,Semi-Urban,2019-08-25
ACC02277,CUST07930,BR004,Salary,2024-05-31,77541.98,Active,Jacob Cabrera,60.0,Male,67955.81,West Chelseamouth,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05
ACC05305,CUST00693,BR042,Savings,2025-07-16,75225.71,Closed,Jonathan Brooks,53.0,Female,59860.8,New Joseph,North John Branch,West Juan,New Mexico,Rural,2022-03-27
ACC08772,CUST05498,BR024,Current,2025-03-27,98567.37,Closed,Tyler Murray,65.0,Male,34728.22,North Diane,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC01117,CUST02214,BR029,Salary,2025-06-15,95323.91,Dormant,Calvin Smith,19.0,Female,58961.79,Joelstad,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18
ACC08403,CUST04773,BR009,Current,2023-11-10,56802.8,Active,Ethan Obrien,46.0,Female,50275.96,Port Laurenfort,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27
ACC03242,CUST03433,BR045,Current,2025-01-27,29790.85,Closed,Kari Sandoval,39.0,Female,62475.65,Austinland,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07
ACC00418,CUST07421,BR019,Salary,2023-09-14,60461.92,Dormant,Pam Miller,62.0,Female,33379.68,North Wendy,New Jessica Branch,East Nicholasfurt,Oklahoma,Semi-Urban,2022-07-27
ACC06043,CUST09535,BR019,Salary,2025-03-22,95043.15,Active,James Martinez,45.0,Male,34779.33,Roberttown,New Jessica Branch,East Nicholasfurt,Oklahoma,Semi-Urban,2022-07-27
ACC00624,CUST08514,BR024,Current,2025-01-13,2128.59,Active,Ashley Davis,46.0,Male,66055.3,Danielborough,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC05399,CUST02532,BR028,Salary,2024-03-05,42187.61,Dormant,Kari Jones,38.0,Female,75865.42,Myersberg,Coxberg Branch,South David,AL,Rural,2024-02-08
ACC10535,CUST01056,BR011,Salary,2025-02-24,2187.02,Closed,Michael Holloway,74.0,Male,21398.05,Maryborough,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC02246,CUST03900,BR003,Savings,2025-10-29,56092.45,Closed,Travis Schmidt,55.0,Male,79442.55,West John,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09
ACC03682,CUST00261,BR034,Current,2026-01-31,20336.27,Closed,Desiree Tyler,23.0,Male,34282.58,Port Miguelton,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16
ACC05526,CUST04943,BR043,Current,2023-12-15,93619.95,Closed,Chase Matthews,45.0,Female,57763.04,Rebeccafurt,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14
ACC05587,CUST05212,BR003,Current,2026-07-01,11379.85,Closed,Samantha Cohen,49.0,Male,45392.34,Scottmouth,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09
ACC09834,CUST00314,BR045,Savings,2026-08-03,25589.32,Closed,Richard Smith,43.0,Male,32598.76,Perkinsborough,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07
ACC08982,CUST02310,BR007,Current,2025-07-03,42286.04,Active,William Turner,20.0,Male,57716.81,Rodriguezmouth,Lake Roberto Branch,Leeville,Arizona,Semi-Urban,2022-08-29
ACC05039,CUST03287,BR043,Salary,2024-06-26,77431.31,Active,Marie Reynolds,57.0,Male,54624.9,Hernandezborough,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14
ACC00220,CUST06494,BR022,Current,2024-08-23,3587.33,Active,Jermaine Barnes,49.0,Female,43211.45,Pachecochester,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21
ACC05264,CUST02148,BR009,Current,2024-09-21,82316.45,Active,Amber King,61.0,Female,28706.02,West Stephanie,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27
ACC04873,CUST03188,BR041,Savings,2025-01-31,63423.53,Closed,Douglas Trevino,48.0,Female,47178.39,Johnmouth,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20
ACC04142,CUST06140,BR030,Salary,2025-10-09,36435.76,Active,Colleen Martin,31.0,Male,61802.84,Lake Sarah,East Courtneychester Branch,South Dianeshire,West Virginia,Semi-Urban,2025-07-13
ACC00514,CUST03317,BR027,Current,2024-10-08,79201.06,Active,Angela Ramirez,39.0,Female,70216.14,Parkerville,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10
ACC02712,CUST99999,BR024,Current,2023-12-13,37108.27,Closed,,,,,,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC00069,CUST03177,BR021,Salary,2024-02-12,49994.57,Closed,Xavier Parker,18.0,Female,55364.51,Port Katieport,Lake Mark Branch,Rodneyside,South Carolina,Urban,2024-02-10
ACC08850,CUST00312,BR046,Salary,2023-10-30,9758.39,Closed,Shannon Ramsey,24.0,Female,53863.36,Tanyachester,Brandtside Branch,North Matthewberg,Minnesota,Semi-Urban,2019-12-14
ACC09591,CUST08193,BR012,Savings,2025-12-17,65819.56,Closed,Jeremiah Fisher,27.0,Female,34186.62,East Morgan,New Kellystad Branch,Taylorburgh,Indiana,Urban,2018-08-25
ACC02998,CUST04027,BR030,Salary,2025-08-17,24089.6,Closed,Joseph Mccullough,18.0,Female,72869.76,Christopherfurt,East Courtneychester Branch,South Dianeshire,West Virginia,Semi-Urban,2025-07-13
ACC05375,CUST08247,BR004,Savings,2024-04-15,2538.91,Closed,Shawn Patel,18.0,Female,31302.48,East Brandon,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05
ACC11157,CUST03749,BR042,Savings,2025-10-22,23592.17,Closed,Amy Perez,36.0,Male,34754.08,Reillyville,North John Branch,West Juan,New Mexico,Rural,2022-03-27
ACC00265,CUST05788,BR001,Savings,2024-02-08,14177.21,Dormant,Barbara Wagner,18.0,Male,64171.03,Larrytown,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22
ACC09369,CUST04770,BR009,Salary,2025-07-16,28842.75,Closed,Jesse Poole,71.0,Male,42739.56,Jamesborough,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27
ACC00437,CUST07660,BR035,Savings,2026-01-14,83839.73,Closed,Christine Mullins,71.0,Male,64093.4,Lauramouth,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21
ACC10655,CUST03692,BR000,Current,2026-05-13,81963.15,Active,Keith Kennedy,40.0,Male,48725.79,Janeland,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC02269,CUST04319,BR020,Salary,2025-12-15,9520.52,Closed,Michael Preston,70.0,Female,77972.73,East Jose,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09
ACC08228,CUST01876,BR014,Salary,2025-03-29,10544.68,Active,John Mack,47.0,Female,49823.69,Johnland,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22
ACC10810,CUST07308,BR033,Savings,2026-06-28,2026.26,Dormant,William Paul,38.0,Male,56521.96,West Melissa,Lake Nicoleview Branch,Lake Debbie,Texas,Semi-Urban,2024-01-09
ACC02784,CUST09564,BR002,Salary,2024-03-24,4397.78,Dormant,Mike Berry,35.0,Male,52250.28,Port Shawn,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19
ACC03218,CUST03824,BR034,Savings,2025-04-21,57663.75,Closed,Spencer Camacho,65.0,Female,52113.41,West Phillip,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16
ACC05734,CUST00381,BR008,Salary,2026-04-16,68221.32,Dormant,Paul Wilson,39.0,Male,18168.86,,Ericmouth Branch,Gomezchester,Maryland,Rural,2025-05-09
ACC08694,CUST01520,BR001,Savings,2024-11-19,20905.88,Active,Matthew Guzman,72.0,Female,52957.76,Rodriguezshire,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22
ACC09262,CUST05162,BR038,Salary,2026-02-06,31180.9,Active,Christina Ramirez,74.0,Male,32559.53,Philipchester,East Nathaniel Branch,East Mikeburgh,Vermont,Urban,2021-10-18
ACC09644,CUST07761,BR017,Savings,2024-05-24,99746.69,Dormant,Sarah Shelton,40.0,Female,55034.86,Julieview,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13
ACC04499,CUST05297,BR011,Savings,2023-12-07,64201.76,Closed,Nicholas Myers,57.0,Female,59105.78,Mooreshire,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC08686,CUST00852,BR026,Current,2026-02-10,16294.32,Active,Victor Edwards,44.0,Female,62674.35,West Pedro,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC05874,CUST02757,BR002,Salary,2025-08-24,42705.81,Active,Lee Mann,66.0,Female,46788.12,Lake Christopherstad,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19
ACC08728,CUST03683,BR032,Salary,2026-01-21,33315.47,Active,Joseph Myers,25.0,Female,21025.03,Lawrenceberg,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19
ACC09149,CUST01142,BR036,Salary,2025-01-01,42663.6,Active,Joseph Haynes,62.0,Female,48459.84,East Maryburgh,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10
ACC03588,CUST09816,BR037,Current,2025-03-18,16708.82,Active,Bonnie Barnett,59.0,Male,56265.84,Cruzshire,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22
ACC05000,CUST07651,BR034,Savings,2026-06-21,-1376.5,Active,Jennifer Ross,48.0,Female,85731.38,Gregorybury,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16
ACC07063,CUST06187,BR018,Salary,2024-11-23,23545.36,Closed,Michael Fernandez,63.0,Female,53740.6,West Kristopher,Jacquelineland Branch,Port Richard,Wyoming,Semi-Urban,2024-01-30
ACC10685,CUST03916,BR014,Savings,2026-02-27,60618.75,Closed,Patrick Blackburn,31.0,Female,47434.61,Paynebury,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22
ACC07266,CUST01819,BR040,Savings,2023-11-19,80872.97,Closed,Bruce Roman,20.0,Female,59616.55,Kathrynville,New Mariotown Branch,Lake Lisaport,Missouri,Rural,2021-12-12
ACC09805,CUST04911,BR027,Salary,2024-03-18,95315.75,Active,Maria Malone,32.0,Male,74363.18,West Kylefurt,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10
ACC06837,CUST09702,BR005,Current,2026-01-21,76409.44,Active,Kevin Craig,44.0,Female,31246.55,Port Shawn,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13
ACC09667,CUST08028,BR031,Current,2026-03-22,63683.74,Closed,Joshua Griffin,26.0,Female,63931.17,Anthonyburgh,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15
ACC05380,CUST00986,BR003,Savings,2026-03-23,93174.69,Closed,Angela Jackson,34.0,Male,46371.08,East Katherine,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09
ACC07688,CUST02584,BR038,Salary,2025-08-06,32678.06,Dormant,Christopher Wright,65.0,Female,50709.49,East James,East Nathaniel Branch,East Mikeburgh,Vermont,Urban,2021-10-18
ACC05740,CUST03479,BR030,Savings,2026-01-13,83465.37,Dormant,Evelyn Pacheco,69.0,Male,67146.09,Port Ruthview,East Courtneychester Branch,South Dianeshire,West Virginia,Semi-Urban,2025-07-13
ACC02057,CUST06282,BR044,Current,2023-12-16,33551.24,Active,Lisa Rodriguez,28.0,Male,31959.84,Reedmouth,East Donna Branch,Williamview,Illinois,Urban,2021-09-19
ACC09247,CUST04033,BR043,Salary,2025-08-27,77255.2,Active,Thomas Morse,42.0,Male,14891.11,,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14
ACC01222,CUST00465,BR020,Current,2025-01-24,54289.57,Active,Jeffrey Mendez,30.0,Male,50899.99,Morganland,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09
ACC03675,CUST99999,BR022,Savings,2025-04-25,4960.26,Active,,,,,,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21
ACC04906,CUST07280,BR010,Savings,2026-04-15,14171.04,Active,Vernon Walters,51.0,Female,53192.72,Dawnburgh,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27
ACC07762,CUST06764,BR017,Salary,2024-06-21,45496.31,Active,Jason Khan,34.0,Male,63322.52,Lake Jasmin,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13
